followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5937999922	5136362277		微博红包	0		16279091
5937999922	6512559228		电竞研究社	0		25369
5937999922	5823180089		主播囧事	0		355379
5937999922	6508510886		电竞柯南酱	0		1494666
5937999922	6351337703		快笑吖	0		1011172
5937999922	5762454887		微博数据助手	0		2661398
5937999922	1969176463		游民星空	0		2430429
5937999922	2650211615		我和游戏的日常	0		190723
5937999922	2163365571		3DMGAME官方微博	0		458748
5937999922	5973794549		游戏台	0		1263765
5937999922	5955106173		stage1st宅社区	0		154583
5937999922	5894340915		游戏没有图	0		309210
5937999922	6342379812		杉果娘Sonkwo	0		146764
5937999922	6140178513		说给电竞迷妹	0		158737
5937999922	2611879557		CC直播	0		536701
5937999922	5963543527		电竞组	0		2316955
5937999922	1893905030		游侠网官方微博	0		607227
5937999922	3089487123		伊利达雷之怒	0		47332
5937999922	3044746573		秒拍	0		7222395
5937999922	3212860325		游戏学姐	0		1273321
