followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5150634141	2607803303		章若楠	0.0		3089033
5150634141	5696518082		蹙损他淡淡春山-			234050
5150634141	2318910945		新浪新闻客户端	0.0		15864469
5150634141	2431328567		微博热点	0.0		2497790
5150634141	5882951422		可爱又迷人的卢本盒			1567874
5150634141	3537091032		局部气候	0.0		518377
5150634141	1893087537		速溶沙漠			283273
5150634141	1302778544		死胖子王建国	0.0		866502
5150634141	1191220232		高晓松	0.0		43085875
5150634141	6481510219		北国佳人李春姬			414096
5150634141	5511475864		诗人骨头架			295686
5150634141	1952501791		法山叔	0.0		1982429
5150634141	1268619393		一只清单			106419
5150634141	5178832047		全民K歌	0.0		4337106
5150634141	5705359013		毒App	0.0		2348247
5150634141	6796938351		你次饭没	0.0		17357
5150634141	2955295107		花希Hayes	0.0		1316388
5150634141	3902916195		最全红包口令分享	0.0		1168589
5150634141	1764145893		Daghe			2342965
5150634141	1248332320		韩今谅			140063
