followed_uid	follower_uid	description	name	is_V	v_description	followers_count
2696549081	3934997334		静嘉怡子			273
2696549081	1402253371		戴斌	0.0		484356
2696549081	1769962140		苏宁易购	0.0		4245998
2696549081	6336710565		微博任务	0.0		60471159
2696549081	6360843151		用户6360843151			94
2696549081	1891502860		支付宝	0.0		16146591
2696549081	5243061255		LEO它爹	0.0		5550673
2696549081	1625646585		汪苏泷	0.0		6206573
2696549081	3146639214		熊猫不是猫2			58
2696549081	5972829280		一只奶黄包55			24
2696549081	3937348351		共青团中央	0.0		7516017
2696549081	6209134106		段子视频精选	0.0		117698
2696549081	5811330252		主播冰点			173831
2696549081	1924714005		斐斐早睡早起			23862
2696549081	2840232813		好黑妹妹			148
2696549081	5056607232		Lucky原大妞			151
2696549081	5129821058		二二二ping子			105
2696549081	5079986681		刚果余			493097
2696549081	5678723482		弥齐			114828
2696549081	1197755162		韩雪	0.0		12087468
