followed_uid	follower_uid	description	name	is_V	v_description	followers_count
6272488806	6348056276		lucaslorent			32
6272488806	6437935265		赤城号航母			8
6272488806	6813485696		六学家bot			11751
6272488806	1211441627		六小龄童	0.0		6425737
6272488806	6004281123		梨视频	0.0		14058528
6272488806	2381967373		知小乎			1583894
6272488806	1868334154		EA中国	0.0		59927
6272488806	6468027576		fps小分队	0.0		8826
6272488806	6228756302		弧蝶效应			12383
6272488806	6796138132		PB游戏Club			28
6272488806	6390014431		直男发言bot			577756
6272488806	5328300267		禾叔的杂货铺	0.0		596279
6272488806	6001318807		快乐的猫生			3159
6272488806	1826792401		王思聪	0.0		45130943
6272488806	5173338836		skyhahalife	0.0		3975
6272488806	5836034813		GD辉煌撰写者	0.0		939
6272488806	5796662600		火箭少女101_吴宣仪	0.0		15326676
6272488806	2761139954		老E_EdmundDZhang	0.0		1446660
6272488806	5996184614		国际版小助理			7210285
6272488806	1672384324		冯提莫	0.0		8962300
