followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1341470062	2742693451		抹茶知世			1489
1341470062	2135774893		李嘉豪ACP			4317
1341470062	5540131584		浪子的影子			1009
1341470062	3137916993		百花社			107136
1341470062	6011736957		知世超级超级超级犀利			109005
1341470062	6764035464		屁嗒嘀嗒			27
1341470062	1170980471		普外科曾医生	0.0		258194
1341470062	5822570862		墨說財經	0.0		174109
1341470062	5161246689		五杀腿毛在微笑	0.0		21178
1341470062	1960357875		光影聚焦	0.0		355627
1341470062	6362539567		是马尾辫子			142207
1341470062	3954944181		Cos摄	0.0		5088
1341470062	2320711045		微博新鲜事	0.0		5651049
1341470062	6543396571		鲜知App	0.0		2861157
1341470062	6513787348		吾印良品	0.0		56580
1341470062	3186192291		舞蹈艺考帮	0.0		104254
1341470062	1496852380		崔永元	0.0		18966318
1341470062	1414084240		侯杨方	0.0		2358043
1341470062	5941637638		阿怪家小铺			51
1341470062	6336357805		美图街拍秀	0.0		124470
