followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5676259695	1353112775		张子枫	0.0		5516629
5676259695	6451727202		卢本伟后援会			6928
5676259695	6196971228		关爱老实人	0.0		3433854
5676259695	3353970192		RobertDowneyJr	0.0		4090034
5676259695	1805319252		黄毅清	0.0		4426402
5676259695	2574218551		你好像很美味好像很美味很美味			1908
5676259695	5878659096		超话社区	0.0		74117160
5676259695	2196734667		微博位置	0.0		3730400
5676259695	1686659730		Mike隋	0.0		1393148
5676259695	2644311481		Clearlove-明凯	0.0		815726
5676259695	3891260280		微影先生	0.0		1104265
5676259695	5900718174		全透明-			46
5676259695	5415264288		super-super慧儿			44
5676259695	5816472304		傲娇的凤Baby			38
5676259695	5698357355		zhangleimmm			41
5676259695	6150420167		CD锤石创始人-青蛙	0.0		561665
5676259695	1341902602		搜达足球	0.0		4994597
5676259695	5346019648		Resistu			113126
5676259695	5998187176		colouration	0.0		3315586
5676259695	5762454887		微博数据助手	0.0		2661398
