followed_uid	follower_uid	description	name	is_V	v_description	followers_count
3050893364	1912150611		张晨初艺术空间	0.0		1050739
3050893364	1961718870		深蓝财经	0.0		441114
3050893364	2177245391		黄鱼Veda	0.0		569129
3050893364	1565242922		善了个咪喵了个哉的			1195
3050893364	5742418474		V影响力峰会	0.0		1819661
3050893364	3910603786		长腿胡乓	0.0		3717463
3050893364	1654164742		微博名人	0.0		12344730
3050893364	5523533122		微博问答	0.0		2522839
3050893364	1096941450		股文集	0.0		590365
3050893364	1013091200		萝卜寻金	0.0		40538
3050893364	5884080113		牛魔王帮	0.0		62487
3050893364	2032832214		财经老斯基			35017
3050893364	1221171697		兔主席	0.0		837845
3050893364	3714280302		地表最弱小强	0.0		365969
3050893364	3098456133		老c队长	0.0		69315
3050893364	6452123584		币学Bixue	0.0		19735
3050893364	3626485974		HW前HR	0.0		339573
3050893364	6133795297		雩歌_	0.0		74159
3050893364	1665372775		琢磨先生	0.0		3487995
3050893364	6677930820		A股你莫愁	0.0		8292
