followed_uid	follower_uid	description	name	is_V	v_description	followers_count
6072653874	5444117278		UziQAQ	0.0		3397405
6072653874	5937903233		苏宁易购电子竞技俱乐部	0.0		553410
6072653874	5625501560		SDG电子竞技俱乐部	0.0		19472
6072653874	6544979579		RNGKezman	0.0		63211
6072653874	5610814749		YiHeart	0.0		122193
6072653874	5235726837		EDG电子竞技俱乐部	0.0		3020095
6072653874	6397598571		fxxkmySwag			374
6072653874	5532150957		是你的李同学			4910
6072653874	3108949955		手工耿	0.0		750901
6072653874	5651420178		张玄尘	0.0		2756784
6072653874	3176010690		带带大师兄	0.0		1135239
6072653874	5693482483		mlxgzzz	0.0		1480260
6072653874	5221505720		RNG小虎			38138
6072653874	5267105255		RNGLetme	0.0		393641
6072653874	5523028038		rngming	0.0		566233
6072653874	6119406015		蛋不安静	0.0		376722
6072653874	5498972025		皇族电子竞技俱乐部	0.0		3505604
6072653874	5600307412		Rookie帅哥	0.0		1468128
6072653874	6384551365		Rekkles欧成	0.0		165973
6072653874	5874291723		RNG电子竞技俱乐部			117637
