followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5470272930	1885411364		小珠桃子一米七			244822
5470272930	3636307693		Yvestiny			76154
5470272930	3865773155		宴小宁			2046
5470272930	5870071346		SKT_T1俱乐部			603540
5470272930	5581785513		微博抽奖平台	0.0		9431223
5470272930	1826792401		王思聪	0.0		45130943
5470272930	6791517858		KDA工作室			84178
5470272930	5600307412		Rookie帅哥	0.0		1468128
5470272930	5966770936		ig丶JackeyLove	0.0		862381
5470272930	6001821229		iG_Baolan	0.0		364158
5470272930	5985183603		诸葛齉齉	0.0		846708
5470272930	5720474518		英雄联盟	0.0		11185593
5470272930	5245303645		视觉诊所CLINIC	0.0		1789095
5470272930	1577008243		摄影师HAO	0.0		58983
5470272930	5674694686		ART发现	0.0		603686
5470272930	1816029971		CNU_blank	0.0		4794967
5470272930	1296062090		章元一	0.0		1243651
5470272930	2099708877		iG电子竞技俱乐部	0.0		5424641
5470272930	2946744055		RW电竞俱乐部	0.0		306210
