followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1221561195	5626907079		木木不哭	0.0		24564
1221561195	5498972025		皇族电子竞技俱乐部	0.0		3505604
1221561195	1638781994		新浪体育	0.0		17648882
1221561195	1642634100		新浪科技	0.0		16701763
1221561195	1826792401		王思聪	0.0		45130943
1221561195	1784692353		98兔子	0.0		95249
1221561195	5136362277		微博红包	0.0		16279091
1221561195	6792276592		Cygames官博	0.0		13695
1221561195	6029268425		虾丸的游戏日常	0.0		127345
1221561195	5134019497		微博自媒体	0.0		2004549
1221561195	5523533122		微博问答	0.0		2522839
1221561195	1899810091		暴雪情报站	0.0		1500438
1221561195	6371852024		微博媒体直播	0.0		4147
1221561195	5743923782		微博会员小秘书	0.0		39473963
1221561195	2715025067		微博会员	0.0		92185498
1221561195	6199991478		玩加电竞绝地求生	0.0		431932
1221561195	6395351700		游戏老编辑	0.0		1132631
1221561195	3941354960		定时微博小助手	0.0		424715
1221561195	5261539903		戈多大人驾到	0.0		1054229
1221561195	2493916447		推荐用户名			3543
