followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5436452354	1211441627		六小龄童	0.0		6425737
5436452354	2504674161		LKs--	0.0		30636
5436452354	5027966011		h6156-福建省最帅的1号位			33
5436452354	3176010690		带带大师兄	0.0		1135239
5436452354	1731026605		任栋SuperMan	0.0		1346581
5436452354	2521600165		管泽元	0.0		1458504
5436452354	5438519946		FireloliZzm	0.0		664076
5436452354	6465454242		靠谱电竞	0.0		121705
5436452354	1731264400		喵君Meowkun	0.0		205379
5436452354	5625254784		玩加电竞LOL	0.0		2814765
5436452354	2099708877		iG电子竞技俱乐部	0.0		5424641
5436452354	2092149821		长歌是大腿	0.0		1097233
5436452354	5334793172		药水哥ss	0.0		626587
5436452354	3193394927		允星河Yoseya			358001
5436452354	2354904481		某幻今天拖更了没	0.0		1351976
5436452354	2641011772		吴织亚切大忽悠	0.0		1089396
5436452354	5136362277		微博红包	0.0		16279085
5436452354	6793699940		答案4nswer			206
5436452354	5396544393		火星包up	0.0		89114
5436452354	5414220409		詹姆斯官微	0.0		567885
