followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5751817029	5720474518		英雄联盟	0.0		11185593
5751817029	3202111700		解说米勒	0.0		3081359
5751817029	2469605387		西风吹雪__			520
5751817029	2749360471		震长	0.0		1735899
5751817029	5315922841		汽车之家旅行家	0.0		38065
5751817029	1904228041		中国地震台网速报	0.0		7086820
5751817029	1568006292		聂卫平	0.0		2357221
5751817029	3176010690		带带大师兄	0.0		1135239
5751817029	5996184614		国际版小助理			7210285
5751817029	3373924140		我思故我在233333			16
5751817029	3379061352		Ming_the_Great-大明			32535
5751817029	5123697185		jiiahenG			320
5751817029	6804905885		RyanReynoldsOfficial	0.0		49609
5751817029	6844502557		老石唠嗑			5226
5751817029	1826792401		王思聪	0.0		45130943
5751817029	5746403289		pdd_liumou	0.0		5447718
5751817029	6001821229		iG_Baolan	0.0		364158
5751817029	2624901653		派大星没得烦恼			11
5751817029	2697099595		StephLF			4
5751817029	3992019742		博士圈	0.0		383860
