followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1899832431	5136362277		微博红包	0.0		16279091
1899832431	3305295663		四平公安	0.0		185865
1899832431	5483009483		安神豆腐脑儿	0.0		117319
1899832431	1890196401		不2不叫周淑怡	0.0		1630496
1899832431	2041418617		辰亦儒	0.0		4590474
1899832431	2509792793		鱼姜	0.0		49924
1899832431	6062063357		腾讯电竞	0.0		488822
1899832431	3801920873		雷柏游戏	0.0		56378
1899832431	5174400490		微博钱包积分	0.0		19024451
1899832431	6012926835		企鹅电竞	0.0		134371
1899832431	6584948995		花火下偶遇			173
1899832431	1642634100		新浪科技	0.0		16701763
1899832431	5117337723		老尸			751855
1899832431	6080358610		爱讲神话的小志	0.0		55580
1899832431	2016713117		微博客服	0.0		185343078
1899832431	2715025067		微博会员	0.0		92185498
1899832431	3195201002		KM特工队-雪人-荣耀不灭			121877
1899832431	6395351700		游戏老编辑	0.0		1132631
1899832431	2183842644		今天有什么好买的吗			366741
1899832431	2309388480		亖七丶			2788
