followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5652760087	6336710565		微博任务	0.0		60471159
5652760087	1223453342		LC电竞英语课	0.0		35324
5652760087	5602214309		简自豪是我的神QAQ			79
5652760087	5996184614		国际版小助理			7210285
5652760087	2749401781		Rita小雨桑	0.0		2576040
5652760087	6351311597		时间新闻视频	0.0		485969
5652760087	1254433995		陳小春	0.0		12431455
5652760087	5386924056		王玮晨	0.0		19509
5652760087	5343085742		PentaQ刺猬电竞社	0.0		141868
5652760087	5653394957		王多多1991	0.0		336151
5652760087	6336006894		MLXG打野教学班			22201
5652760087	6368965125		虎扑电竞	0.0		272089
5652760087	2969102630		寻人不贴启事			58147
5652760087	6432723450		微博钱包福利	0.0		1071178
5652760087	6465454242		靠谱电竞	0.0		121705
5652760087	6012746896		S酱的Uzi秀	0.0		29160
5652760087	5836550074		解说Remember_记得	0.0		971692
5652760087	6585938587		超爱jisoo呀			185
5652760087	2301198652		毕竟Uzi			89114
