followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1584713534	5496564789		你眼中有风呀			62
1584713534	2486066093		阿祺家小恶魔			866
1584713534	5038303346		深拥入怀-			95
1584713534	1686230250		美团	0.0		3462704
1584713534	5409629349		苗条的黑女子			49
1584713534	5705359013		毒App	0.0		2348247
1584713534	2993107720		Amoy大号	0.0		566851
1584713534	3401093722		王秋苹是你得不到的女人			671
1584713534	6421120825		笑傲老浆糊	0.0		281518
1584713534	6412548107		海淘大牌			1012401
1584713534	5745220417		日本买买酱	0.0		1657101
1584713534	1166519175		刘方方土	0.0		37057
1584713534	5862245234		心有所愿愿你安好			13
1584713534	5677187180		舒晓芸clanand的玫瑰			66
1584713534	6336710565		微博任务	0.0		60424457
1584713534	1758406167		郁淇尊-郁夏峰	0.0		547927
1584713534	1901800903		撒郊			7274
1584713534	6315899738		奔现	0.0		5317742
1584713534	1904769205		知乎	0.0		6953185
1584713534	6544836959		子弹短信	0.0		126132
