followed_uid	follower_uid	description	name	is_V	v_description	followers_count
2112675005	2791210561		双木双木的凉凉			23
2112675005	6519682677		站立的独角兽	0.0		345
2112675005	6885014364		荆牛牛			15
2112675005	6876528367		郑威682			338
2112675005	2249401252		晴天爱心晴			858
2112675005	5362201367		UnbelievL			258
2112675005	5559211303		叶卡卡啦ykk			44
2112675005	5263930803		Emo水粉tiona猫猫			216
2112675005	5374211711		荔枝初夏			186
2112675005	1955428045		装起来的森			104
2112675005	5384257886		一个不知名的人噢			47
2112675005	6775193572		用户9780722014			0
2112675005	5649088925		杨杨呦呦			75
2112675005	5360094651		会魔法的奇妙少女雅			237
2112675005	6685357186		开心乐园	0.0		3655869
2112675005	1944320182		微博认证			4821
2112675005	1642909335		微博小秘书	0.0		199419917
2112675005	5631662804		小也电台			1289
2112675005	1880859944		金合欢来了			648
2112675005	2482660471		李静呀lj			53
