followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1917197832	2735327001		微博安全中心	0.0		29633149
1917197832	6523288841		DPRating	0.0		17584
1917197832	6011910429		OKEX	0.0		312326
1917197832	2524854262		区块娘			2944
1917197832	6402219143		樱花社官博	0.0		163625
1917197832	5996184614		国际版小助理			7210285
1917197832	5418912750		比特币区块链量子链EOS分析	0.0		44828
1917197832	2718604160		王尼玛	0.0		16525345
1917197832	2715025067		微博会员	0.0		92185168
1917197832	1839487485		吱吱吱呱呱呱			220
1917197832	1747056334		喵呜万岁	0.0		91796
1917197832	1677839564		演播室只有一个屎蛋	0.0		341643
1917197832	2169129705		QQ音乐	0.0		7712951
1917197832	6049590367		局座召忠	0.0		10770765
1917197832	5829160236		努巴尼守望先锋	0.0		109102
1917197832	2206258462		NASA爱好者	0.0		16474508
1917197832	5509089123		Kindle每日一书	0.0		62695
1917197832	1002143827		怕上火暴王老菊	0.0		882037
1917197832	2984138350		JIAHUIA			307
