followed_uid	follower_uid	description	name	is_V	v_description	followers_count
2291429207	3971271266		不想聊进程			6979
2291429207	3754703961		Google艺术与文化	0.0		55054
2291429207	6641399905		星球商业评论	0.0		38236
2291429207	5496668533		奶瓶文具铺			12317
2291429207	3239718964		阮某人-新号			503
2291429207	5211643249		哈妮克孜	0.0		411854
2291429207	1735550633		花总			67254
2291429207	1911237367		李子君Angel	0.0		559616
2291429207	6354316854		达克说	0.0		30402
2291429207	5561054160		小民老二			48277
2291429207	1788760045		张景琦Unlimited	0.0		951790
2291429207	1639493363		PTA老王子			25883
2291429207	6804940477		乐音悦酒			3390
2291429207	5186496508		开水优选	0.0		89107
2291429207	1396454421		郎永淳	0.0		7230932
2291429207	2000363391		仲说纷莹盘仲莹	0.0		124022
2291429207	1704433030		翻译硕士MTI真题网			208975
2291429207	6690370952		红贝财经	0.0		382
2291429207	3908755088		最高人民法院	0.0		17028506
2291429207	2145291155		乡村教师代言人-马云	0.0		24584702
