followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5211186483	1585623215		每日医学资讯	0.0		1326053
5211186483	5893397343		团子不要闹	0.0		780285
5211186483	2362915901		虎牙冬季	0.0		439129
5211186483	3229146925		虎牙皮老师	0.0		59849
5211186483	5904330574		虎牙不求人	0.0		718542
5211186483	3496368904		北大正畸医生周彦恒	0.0		171033
5211186483	2863636282		牙医妈妈Chris	0.0		135041
5211186483	6149528753		新浪爱问医生全国正畸服务中心	0.0		1028695
5211186483	5076130935		葉子口腔科普	0.0		30904
5211186483	6511533029		微博口腔科	0.0		864108
5211186483	5889159506		爱问医生口腔健康	0.0		1234069
5211186483	2502526543		Letssshuang			258
5211186483	6185411506		回忆里的老电影	0.0		131289
5211186483	2131890390		爱情的印象官方微博	0.0		13032
5211186483	2759649395		篮球课堂	0.0		2654108
5211186483	1223179064		袁弘	0.0		40338476
5211186483	6418451745		襄阳维乐口腔	0.0		2777
5211186483	2906979191		口腔科主任-懿哥	0.0		162
