followed_uid	follower_uid	description	name	is_V	v_description	followers_count
1750025340	5825093412		AlphaNews	0		37961
1750025340	2654536441		看硅谷	0		738575
1750025340	6072761126		怪物彈珠中文微博	0		198
1750025340	2953031917		微博活动	0		21314404
1750025340	2807295185		话题	0		1541388
1750025340	5878659096		超话社区	0		74117160
1750025340	5186027114		微博视频	0		13506694
1750025340	3587960280		粉丝头条官方微博	0		9149530
1750025340	5796731205		一直播	0		4036382
1750025340	3044746573		秒拍	0		7222395
1750025340	3766659924		政务新媒体学院	0		167844
1750025340	3752852352		政务应用助理	0		139175
1750025340	1904178193		微博开放平台	0		399610
1750025340	5652176030		香港新浪籃球	0		143
1750025340	5361563575		媒体微博助理	0		3403331
1750025340	5524254784		TimCook	0		1076824
1750025340	5208067255		粉服素材库预览	0		84960
1750025340	3756087501		粉丝服务平台	0		4647275
1750025340	2154481623		微数据	0		439742
