甲片	文玩/csj/摸金	2015年1月1日至今（且只保留有图片的）	主关键词单独搜索结果过多，词义模糊不聚焦，因此需要附加词
csj	文玩/甲片/摸金	2015年1月1日至今（且只保留有图片的）	主关键词单独搜索结果过多，词义模糊不聚焦，因此需要附加词
摸金	文玩/甲片/csj	2015年1月1日至今（且只保留有图片的）	主关键词单独搜索结果过多，词义模糊不聚焦，因此需要附加词
摸金	NA	2015年1月24日至今（且只保留有图片的）	主关键词单独搜索，就不是很多，所以不需要附加词
c山	NA	2015年1月25日至今（且只保留有图片的）	主关键词单独搜索，就不是很多，所以不需要附加词

