followed_uid	follower_uid	description	name	is_V	v_description	followers_count
2468713434	2366532154		他只是个孩子啊	0.0		2375085
2468713434	1884724703		鹿壹铭	0.0		699895
2468713434	1895286921		我与贱客的日常	0.0		1761611
2468713434	5519443330		Baymin-	0.0		2320
2468713434	5490326028		骚男丶注意马叉虫	0.0		4040775
2468713434	5786902874		夏厨陈二十	0.0		1517881
2468713434	1795420390		PlayStation	0.0		506698
2468713434	5652893696		中文说唱圈			266212
2468713434	5882951422		可爱又迷人的卢本盒			1567874
2468713434	1607742821		赵梦玥UU	0.0		4190209
2468713434	2170138604		KANOCHOW			814
2468713434	1893892754		私家鞋柜	0.0		1721095
2468713434	2142488127		全球热门视频	0.0		3463964
2468713434	5941787299		Real信誓蛋蛋	0.0		1149958
2468713434	6552160582		SBS韩国电视台	0.0		202995
2468713434	5794519372		LOL动图菌	0.0		2254974
2468713434	2465367492		7Gurus_ICE冰块	0.0		1824927
2468713434	1877916515		吴优	0.0		5296175
2468713434	1258859614		江小爬LOVE	0.0		5882023
