followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5709251426	1749127163		雷军	0.0		19951605
5709251426	6152931257		速报酱MCN	0.0		142183
5709251426	1778181861		日本流行每日速报	0.0		2377181
5709251426	6348561265		SakimiChan			206967
5709251426	2016713117		微博客服	0.0		185343078
5709251426	5874291723		RNG电子竞技俱乐部			117637
5709251426	1558597584		闫紫境GwAwa	0.0		2673085
5709251426	3202111700		解说米勒	0.0		3081359
5709251426	5625501560		SDG电子竞技俱乐部	0.0		19472
5709251426	6420953344		V5电子竞技俱乐部	0.0		59609
5709251426	2677042071		蜗壳的闺蜜_YaYa	0.0		1705206
5709251426	1869429662		WE电子竞技俱乐部	0.0		929743
5709251426	5693482483		mlxgzzz	0.0		1480260
5709251426	6851957955		带带小麋鹿			38
5709251426	6654528440		STEAM国服_完美世界	0.0		22436
5709251426	1826792401		王思聪	0.0		45130943
5709251426	6001821229		iG_Baolan	0.0		364158
5709251426	6791517858		KDA工作室			84178
5709251426	6249241592		微博电竞	0.0		1022116
5709251426	1830213670		LOL致幻	0.0		360005
