followed_uid	follower_uid	description	name	is_V	v_description	followers_count
2511727115	5796731205		一直播	0.0		4036382
2511727115	2058586920		宇哥考研	0.0		3979450
2511727115	5878659096		超话社区	0.0		74117160
2511727115	6412479971		痣多馨Koko	0.0		1387577
2511727115	5672538124		樱桃酱Joyce	0.0		725263
2511727115	5902611190		才不是馒头	0.0		1052826
2511727115	5828378550		任性大舅V萌兜法斗	0.0		225780
2511727115	6525612252		雍禾植发刘洋	0.0		224510
2511727115	3391520684		阿啾真的很nice	0.0		1595717
2511727115	6058177263		安小糯Mia	0.0		1158367
2511727115	1827245184		SSCC中国超跑俱乐部	0.0		67492
2511727115	6796797012		Dragon龙龙	0.0		322476
2511727115	6440543128		道上都叫我赤木刚宪	0.0		3552849
2511727115	1358967674		零点种草	0.0		1615907
2511727115	5200264868		胡西蒙simon	0.0		583623
2511727115	3207067955		馋嘴少女	0.0		82263
2511727115	6226293217		卖蜂蜜的二叔			150424
2511727115	6622195065		Alin闪闪发光	0.0		211615
2511727115	1895300977		钱贵人	0.0		2678884
2511727115	6494238800		大牌姐			374166
