followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5087032179	5498972025		皇族电子竞技俱乐部	0.0		3505604
5087032179	6403591419		胖饼的皮皮梦	0.0		9768
5087032179	5693482483		mlxgzzz	0.0		1480260
5087032179	5523533122		微博问答	0.0		2522839
5087032179	1658035485		微博热搜榜	0.0		1819203
5087032179	5979631461		游戏君	0.0		2187400
5087032179	6174481701		开心的游戏酱	0.0		500895
5087032179	1558597584		闫紫境GwAwa	0.0		2673085
5087032179	1655166071		绝地求生新鲜事	0.0		529331
5087032179	5860443567		王者荣耀君	0.0		2173946
5087032179	2219124641		艾莉的冷笑话时间	0.0		1666130
5087032179	5935511097		守望姬	0.0		725973
5087032179	5870071346		SKT_T1俱乐部			603540
5087032179	1826792401		王思聪	0.0		45130943
5087032179	5600307412		Rookie帅哥	0.0		1468128
5087032179	6249241592		微博电竞	0.0		1022116
5087032179	2320711045		微博新鲜事	0.0		5651049
5087032179	6068787464		腾讯WeGame	0.0		248329
5087032179	1715001194		英伟达游戏	0.0		1408393
5087032179	1661676583		也尊666	0.0		44013
