followed_uid	follower_uid	description	name	is_V	v_description	followers_count
5138413468	3612558744		jarod外语黑客	0.0		186688
5138413468	2715025067		微博会员	0.0		92185498
5138413468	1642634100		新浪科技	0.0		16701763
5138413468	5089831141		啦啦啦不是狗狗狗	0.0		500278
5138413468	5690625630		魔兽争霸	0.0		59530
5138413468	3176010690		带带大师兄	0.0		1135239
5138413468	1157049755		炉石传说瓦莉拉	0.0		792737
5138413468	3887950137		风暴英雄	0.0		128734
5138413468	3612278397		奇迹少女张发财	0.0		1645
5138413468	2318693310		Cajin-西法	0.0		77043
5138413468	3911702802		待安娜			134522
5138413468	5745064593		炉石控哥	0.0		40152
5138413468	2054300185		虎扑的步行街	0.0		3179635
5138413468	6357287449		电影爆博士	0.0		8372
5138413468	2850809427		微博钱包	0.0		31062556
5138413468	5121474089		炉边卡牌说	0.0		279902
5138413468	5059898720		小马Candy			48
5138413468	5720474518		英雄联盟	0.0		11185593
5138413468	2749401781		Rita小雨桑	0.0		2576040
5138413468	1849530422		一只小青鸟呀			2194
